budget,runtime,genres,production_companies,production_countries,release_year,popularity,vote_count,original_language,cast_count,crew_count,revenue,rating,success_class
250000000,161,"['Fantasy', 'Adventure', 'Action']","['New Line Cinema', 'Metro-Goldwyn-Mayer', 'WingNut Films']","['NZ', 'US']",2013,13.7942,13818,en,67,145,958400000,7.574,Hit
39200000,127,"['Action', 'Science Fiction', 'Drama']","['Opus Pictures', 'Moho Film', 'CJ Entertainment', 'Union Investment Partners']",['KR'],2013,11.2314,10130,ko,44,240,86758912,6.909,Average
225000000,143,"['Action', 'Adventure', 'Science Fiction']","['DC Entertainment', 'Syncopy', 'Peters Entertainment', 'Warner Bros. Pictures']","['GB', 'US']",2013,11.4964,15839,en,85,82,668045518,6.6,Hit
23000000,126,"['Romance', 'Science Fiction', 'Drama']",['Annapurna Pictures'],['US'],2013,11.8554,14929,en,39,173,47351251,7.844,Average
78000000,95,"['Animation', 'Family', 'Comedy']","['Columbia Pictures', 'Sony Pictures Animation']",['US'],2013,9.413,3401,en,33,322,248384621,6.451,Hit
2350000,124,"['Drama', 'Mystery']","['Zentropa Entertainments', 'Zentropa International Köln', 'Zentropa International France', 'Zentropa International Sweden', 'Slot Machine', 'Caviar', 'Zenbelgie BVBA', 'ARTE France Cinéma', 'Film i Väst', 'Groupe Grand Accord']","['DK', 'DE', 'BE', 'FR', 'SE']",2013,11.4365,3063,en,42,58,4934725,6.7,Flop
200000000,116,"['Action', 'Horror', 'Science Fiction', 'Thriller']","['GK Films', 'Paramount Pictures', 'Hemisphere Media Capital', '2DUX²', 'Skydance Media', 'Plan B Entertainment']","['GB', 'US']",2013,11.77,16128,en,82,122,531865000,6.824,Hit
46000000,153,"['Drama', 'Thriller', 'Crime']","['Alcon Entertainment', '8:38 Productions', 'Madhouse Entertainment']",['US'],2013,11.2667,12634,en,39,229,122126687,8.102,Average
80000000,101,['Comedy'],"['Columbia Pictures', 'Happy Madison Productions']",['US'],2013,11.7311,4545,en,77,79,247022278,6.144,Hit
180000000,131,"['Action', 'Science Fiction', 'Adventure']","['Double Dare You', 'Legendary Pictures']",['US'],2013,10.456,13043,en,52,279,411000000,6.915,Hit
70000000,120,"['Action', 'Thriller']","['Millennium Media', 'G-BASE', 'Nu Image']",['US'],2013,9.7201,6900,en,62,244,170270201,6.413,Average
12000000,123,"['Drama', 'Romance', 'Fantasy']","['Universal Pictures', 'Relativity Media', 'Working Title Films']","['GB', 'US']",2013,9.9062,8996,en,57,48,87100449,7.909,Average
130000000,146,"['Adventure', 'Action', 'Science Fiction']","['Lionsgate', 'Color Force']",['US'],2013,9.6459,18073,en,57,77,865011746,7.429,Hit
22000000,100,"['Action', 'Thriller']","['Open Road Films', 'Millennium Media', 'Universal Pictures']",['US'],2013,9.3512,3705,en,33,40,51695362,6.939,Average
120000000,124,"['Action', 'Science Fiction', 'Adventure', 'Mystery']","['Universal Pictures', 'Relativity Media', 'Monolith Pictures', 'Chernin Entertainment', 'Radical Studios', 'Anonymous Content']",['US'],2013,10.8134,11208,en,10,319,286168572,6.665,Hit
170000000,112,"['Action', 'Adventure', 'Fantasy']",['Marvel Studios'],['US'],2013,9.8825,17994,en,49,365,644783140,6.51,Hit
76000000,98,"['Animation', 'Comedy', 'Family']","['Illumination', 'Universal Pictures']",['US'],2013,10.5344,11760,en,39,197,970766005,6.938,Hit
195000000,114,"['Fantasy', 'Action', 'Adventure', 'Drama']","['New Line Cinema', 'Legendary Pictures', 'Original Film', 'Big Kid Pictures', 'Bad Hat Harry Productions', 'Warner Bros. Pictures']",['US'],2013,7.8092,5106,en,53,144,197700000,5.869,Average
135000000,99,"['Animation', 'Adventure', 'Family', 'Comedy']",['DreamWorks Animation'],['US'],2013,8.2455,7372,en,8,310,587204668,6.9,Hit
32000000,106,"['Action', 'Comedy']","['Columbia Pictures', 'Mandate Pictures', 'Point Grey Pictures']",['US'],2013,8.0729,6645,en,59,80,126041322,6.237,Average
25000000,132,['Drama'],"['Follow Through Productions', 'Salamander Pictures', 'Laura Ziskin Productions', 'Lee Daniels Entertainment', 'Pam Williams Productions', 'Windy Hill Pictures']",['US'],2013,7.256,2973,en,52,218,177313795,7.33,Average
105000000,143,"['Drama', 'Romance']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Bazmark', 'Red Wagon Entertainment', 'A+E Global Media']","['US', 'AU']",2013,8.1921,12710,en,103,94,351040419,7.358,Hit
90000000,114,"['Adventure', 'Comedy', 'Drama', 'Fantasy']","['Samuel Goldwyn Films', 'Red Hour', 'New Line Cinema', 'Big Screen Productions', 'Down Productions', 'Ingenious Media', '20th Century Fox', 'TSG Entertainment']","['GB', 'US']",2013,7.24,8008,en,106,113,188133322,7.208,Average
38000000,119,"['Science Fiction', 'Action', 'Thriller']","['One Race', 'Riddick Canada Productions', 'Radar Pictures', 'Universal Pictures', 'Mandate International']","['CA', 'US']",2013,7.3506,4292,en,20,254,98337295,6.336,Average
37000000,110,"['Comedy', 'Crime']","['New Line Cinema', 'Newman/Tooley Films', 'Bad Version', 'Slap Happy Productions', 'Heyday Films', 'BenderSpink']","['GB', 'US']",2013,8.3601,9250,en,58,97,270000000,6.838,Hit
28000000,103,"['Action', 'Adventure', 'Crime']","['Marv', 'Universal Pictures', 'dentsu']","['JP', 'GB', 'US']",2013,6.7314,6425,en,95,399,60795985,6.401,Average
215000000,149,"['Action', 'Adventure', 'Western']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Infinitum Nihil', 'Blind Wink']",['US'],2013,6.154,6023,en,80,104,260500000,6.119,Hit
100000,76,['Drama'],"['Oscilloscope', 'Flaneur Films']",['US'],2013,5.6446,97,en,9,10,8348,4.5,Flop
55000000,91,"['Animation', 'Comedy', 'Family']","['Reel FX Creative Studios', 'Relativity Media']",['US'],2013,7.2287,829,en,26,55,110000000,5.873,Average
38000000,123,"['Drama', 'Action']","['Revolution Films', 'Working Title Films', 'Imagine Entertainment']","['GB', 'US']",2013,6.8719,7588,en,81,66,90200000,7.7,Average
25500000,128,"['Thriller', 'Crime', 'Drama']","['Chi-Fou-Mi Productions', 'Wild Bunch', 'LGM Productions', 'Les Productions du Trésor', 'Mars Distribution', 'Worldview Entertainment', 'M6', 'Caneo Films', 'Grisbi Productions', 'France 4', 'W9', 'Treasure Company', 'France Télévisions']","['FR', 'US']",2013,6.9014,488,en,43,186,2415472,6.132,Flop
103000000,100,['Comedy'],"['Green Hat Films', 'Legendary Pictures', 'BenderSpink']",['US'],2013,7.3044,9015,en,37,105,362000072,6.208,Hit
3000000,85,"['Science Fiction', 'Horror', 'Thriller']","['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions']","['FR', 'US']",2013,7.0722,8680,en,26,132,91266581,6.249,Average
0,180,['Drama'],"['Arenamedia', 'Screen Australia', 'Madman Films', 'LevelK', 'Australian Broadcasting Corporation', 'Film Victoria', 'ScreenWest', 'Lotterywest', 'Studio Balloon', 'Scarlett Pictures', '8th In Line Productions', 'Film Camp', 'Sacred Cow Films', 'Matchbox Pictures', 'Savage Films', 'Brown Cab', 'Bangarra Dance Theatre', 'Little Window Pictures', 'Dirty Films', 'Soft Tread Enterprises', 'Warp Films', 'Circa Contemporary Circus', 'Carver Films']","['AU', 'CA', 'GB']",2013,6.9984,31,en,91,229,1110918,5.6,Flop
60000000,130,"['Fantasy', 'Action', 'Mystery']","['Screen Gems', 'Unique Features', 'Mister Smith Entertainment', 'Don Carmody Productions', 'Constantin Film']","['CA', 'DE', 'GB', 'US']",2013,6.7859,4575,en,29,50,95396573,6.435,Average
18000000,141,"['Romance', 'Comedy', 'Action']","['Red Chillies Entertainment', 'UTV Motion Pictures']",['IN'],2013,7.0073,361,hi,16,59,62000000,6.504,Average
0,94,['Drama'],[],['IT'],2013,6.1501,26,it,17,63,13983,5.192,Flop
0,86,"['Animation', 'Adventure', 'Comedy']","['Grindstone Entertainment Group', 'Jilin Vixo Pictures', 'Simka Entertainment']","['CN', 'US']",2013,6.8548,18,en,13,7,3280172,4.7,Flop
84000000,116,"['Action', 'Comedy', 'Crime', 'Thriller']","['di Bonaventura Pictures', 'DC']",['US'],2013,5.5706,4218,en,59,529,148075565,6.529,Average
13000000,93,['Comedy'],"['Mandeville Films', 'Relativity Media', 'SkyLand Entertainment', 'Virgin Produced']",['US'],2013,5.5295,1574,en,16,46,48065672,5.821,Average
28000000,105,['Comedy'],"['Gidden Media', 'CBS Films', 'Good Universe', 'Laurence Mark Productions', 'Outlaw Sinema', 'Mandate International']",['US'],2013,5.8658,2214,en,28,19,134400000,6.406,Average
6500000,93,"['Action', 'Adventure']","['Ghost VFX', 'Fantefilm', 'Film i Väst']",['NO'],2013,5.8468,232,no,15,48,3721345,5.7,Flop
19000000,131,['Drama'],"['Studio Babelsberg', 'Fox 2000 Pictures', 'Sunswept Entertainment']","['DE', 'US']",2013,5.8224,4449,en,35,185,76586316,7.493,Average
4000000,77,['Romance'],"['SBS Productions', 'CNC', 'PROCIREP', 'Soficinéma 9', 'Indéfilms', 'Wild Bunch', 'La Région Île-de-France']",['FR'],2013,5.8148,69,fr,23,12,63946,6.036,Flop
10000000,116,"['Drama', 'Thriller']","['Lionsgate', 'Exclusive Media', 'Wonderful Films PLC', 'LD Entertainment']",['US'],2013,5.7232,1178,en,26,23,3428048,7.058,Flop
0,86,"['Thriller', 'Mystery', 'Horror', 'Drama']","['Rainy Day Films', 'Tornasol Media']","['ES', 'GB']",2013,5.6947,258,en,20,25,489884,5.4,Flop
130000000,110,"['Action', 'Science Fiction', 'Adventure', 'Thriller']","['Paramount Pictures', 'Hasbro', 'di Bonaventura Pictures', 'Saints LA', 'Metro-Goldwyn-Mayer', 'Skydance Media']","['CA', 'US']",2013,5.6889,5665,en,45,49,371900000,5.651,Hit
20000000,85,"['Animation', 'Adventure', 'Family']",['Triggerfish'],['ZA'],2013,5.6827,263,en,38,18,27200000,6.023,Flop
165000000,169,"['Adventure', 'Drama', 'Science Fiction']","['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']","['GB', 'US']",2014,43.1785,38479,en,35,512,746606706,8.5,Hit
250000000,144,"['Action', 'Adventure', 'Fantasy']","['New Line Cinema', 'Metro-Goldwyn-Mayer', 'WingNut Films']","['NZ', 'US']",2014,30.7906,14974,en,63,163,956019788,7.331,Hit
34000000,113,"['Action', 'Mystery', 'Science Fiction', 'Thriller']","['Ingenious Media', 'The Gotham Group', 'Dayday Films', 'Temple Hill Entertainment', 'TSG Entertainment', '20th Century Fox']","['US', 'GB']",2014,23.4908,17755,en,59,139,348319861,7.191,Hit
210000000,165,"['Science Fiction', 'Action', 'Adventure']","['di Bonaventura Pictures', 'DeSanto/Murphy Productions', 'Ian Bryce Productions', 'Paramount Pictures', 'Hasbro']",['US'],2014,21.1305,8551,en,70,309,1104054072,5.956,Hit
200000000,141,"['Action', 'Adventure', 'Science Fiction']","['Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions', 'Marvel Entertainment']",['US'],2014,18.9405,13885,en,75,419,708962323,6.5,Hit
68000000,135,"['War', 'Drama', 'Action']","['Columbia Pictures', 'QED International', 'LStar Capital', 'Le Grisbi Productions', 'Crave Films']",['US'],2014,17.6669,12626,en,51,107,211817906,7.541,Average
55000000,132,"['Thriller', 'Action', 'Crime']","['Lonetree Entertainment', 'Columbia Pictures', 'Village Roadshow Pictures', 'Escape Artists', 'LStar Capital', 'Mace Neufeld Productions']",['US'],2014,15.4201,9648,en,45,116,192330738,7.281,Average
85000000,140,"['Action', 'Adventure', 'Science Fiction']","['Summit Entertainment', 'Red Wagon Entertainment']",['US'],2014,15.5994,13230,en,47,277,288885818,6.91,Hit
165000000,102,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",['Walt Disney Animation Studios'],['US'],2014,15.2827,16236,en,47,53,657870525,7.7,Hit
14000000,113,"['History', 'Drama', 'Thriller', 'War']","['Bristol Automotive', 'Black Bear Pictures', 'FilmNation Entertainment']","['US', 'GB']",2014,13.7274,17709,en,47,59,233555708,7.989,Hit
61000000,149,"['Mystery', 'Thriller', 'Drama']","['20th Century Fox', 'Regency Enterprises', 'TSG Entertainment']",['US'],2014,14.6277,19498,en,71,128,370890259,7.889,Hit
3300000,107,"['Drama', 'Music']","['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",['US'],2014,15.5689,16148,en,39,117,50307484,8.376,Average
70000000,118,"['War', 'Drama', 'History', 'Action']","['Columbia Pictures', 'Fox 2000 Pictures', 'Smokehouse Pictures', 'Obelisk Productions', 'Studio Babelsberg']","['DE', 'US']",2014,16.0324,3733,en,61,52,154984035,6.064,Average
132000000,92,"['Family', 'Animation', 'Adventure', 'Comedy']","['DreamWorks Animation', 'Pacific Data Images']",['US'],2014,11.994,4354,en,35,272,373515621,6.529,Hit
250000000,132,"['Action', 'Adventure', 'Science Fiction']","['Bad Hat Harry Productions', ""The Donners' Company"", '20th Century Fox', 'Marvel Entertainment', 'TSG Entertainment', 'Genre Films']",['US'],2014,11.642,15930,en,83,136,746045700,7.528,Hit
145000000,102,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",['DreamWorks Animation'],['US'],2014,11.7709,10155,en,17,253,621537519,7.676,Hit
125000000,123,"['Science Fiction', 'Adventure', 'Thriller']","['Lionsgate', 'Color Force']",['US'],2014,12.152,16437,en,50,193,755356711,6.817,Hit
180000000,97,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']","['Walt Disney Pictures', 'Roth Films']",['US'],2014,11.075,13515,en,71,77,758539785,7.1,Hit
8500000,118,"['Crime', 'Drama', 'Thriller']","['Sierra/Affinity', 'Bold Films']",['US'],2014,10.9202,11386,en,43,141,47425835,7.708,Average
40000000,89,"['Action', 'Science Fiction']","['EuropaCorp', 'Canal+', 'Ciné+', 'TF1 Films Production']",['FR'],2014,10.1233,16735,en,59,94,469058574,6.471,Hit
95000000,126,"['Action', 'Adventure', 'Thriller']","['Davis Films', 'Ex3 Productions', 'Fipex Holding', 'Lionsgate', 'Millennium Media', 'Nu Image Entertainment']","['US', 'FR', 'DE', 'BG']",2014,9.5293,5205,en,42,135,214657577,6.207,Average
14000000,103,['Thriller'],"['Open Road Films', 'Anonymous Content']","['US', 'BE']",2014,8.1285,1531,en,29,139,10100000,6.4,Flop
50000000,112,"['Crime', 'Comedy', 'Action']","['Columbia Pictures', 'Original Film', 'MRC', 'Metro-Goldwyn-Mayer', 'Cannell Studios', 'JHF Productions', '33andOut Productions']",['US'],2014,9.8721,8293,en,98,187,331333876,6.827,Hit
178000000,114,"['Action', 'Science Fiction']","['RatPac Entertainment', 'Village Roadshow Pictures', 'VIZ Media', '3 Arts Entertainment', 'Warner Bros. Pictures']",['US'],2014,10.3867,14650,en,42,754,370541256,7.633,Hit
30000000,100,"['Comedy', 'Drama']","['Fox Searchlight Pictures', 'Studio Babelsberg', 'Indian Paintbrush', 'TSG Entertainment', 'American Empirical Pictures']","['US', 'DE']",2014,9.9053,15605,en,98,79,174600318,8.033,Average
6500000,99,['Horror'],"['Atomic Monster', 'New Line Cinema', 'The Safran Company', 'RatPac Entertainment']",['US'],2014,8.163,6433,en,23,99,257589952,5.8,Hit
170000000,130,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['TSG Entertainment', 'Chernin Entertainment', 'Ingenious Media', '20th Century Fox']","['GB', 'US']",2014,9.4064,11955,en,52,729,710644566,7.335,Hit
20000000,101,"['Action', 'Thriller']","['87Eleven', 'DefyNite Films', 'MJW Films', 'Thunder Road']",['US'],2014,8.6599,20294,en,42,173,88761661,7.453,Average
58800000,133,"['War', 'Action']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'RatPac Entertainment', 'Mad Chance', '22nd & Indiana Pictures', 'Malpaso Productions']",['US'],2014,8.3036,13389,en,83,203,542300000,7.416,Hit
100000000,98,"['Action', 'Adventure']","['Paramount Pictures', 'Radical Studios', 'Flynn Picture Company', 'Metro-Goldwyn-Mayer']",['US'],2014,8.9161,4250,en,58,90,244819862,5.796,Hit
28000000,90,"['Action', 'Crime', 'Drama']","['EuropaCorp', 'Transfilm International', 'Relativity Media', 'Brick Mansions Productions']","['CA', 'FR', 'US']",2014,8.1759,1568,en,26,124,71416730,5.894,Average
17000000,104,['Comedy'],"['Wide Awake Pictures', 'Genre Films', '20th Century Fox', 'TSG Entertainment']",['US'],2014,7.9902,2914,en,76,338,136600000,6.463,Average
125000000,101,"['Science Fiction', 'Action', 'Adventure', 'Comedy']","['Nickelodeon Movies', 'Paramount Pictures', 'Platinum Dunes', 'Mirage Studios', 'Gama Entertainment Partners', 'Mednick Productions', 'Heavy Metal']",['US'],2014,7.8366,7047,en,30,334,485004754,5.924,Hit
0,102,"['Romance', 'Drama', 'Comedy']","['Constantin Film', 'Canyon Creek Films']","['GB', 'DE']",2014,8.8267,6413,en,32,34,4439431,7.812,Flop
170000000,121,"['Action', 'Science Fiction', 'Adventure']",['Marvel Studios'],['US'],2014,8.0713,29133,en,74,287,772776600,7.905,Hit
160000000,123,"['Action', 'Drama', 'Science Fiction']",['Legendary Pictures'],['US'],2014,7.7111,9541,en,95,341,524978362,6.352,Hit
2000000,94,"['Drama', 'Horror']","['Screen Australia', 'Smoking Gun Productions', 'Causeway Films', 'South Australian Film Corporation', 'Entertainment One']","['AU', 'CA']",2014,7.8761,6263,en,36,79,10300000,6.5,Flop
60000000,100,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']","['Village Roadshow Pictures', 'RatPac Entertainment', 'The LEGO Group', 'Lin Pictures', 'Vertigo Entertainment', 'Warner Animation Group', 'Animal Logic']","['AU', 'DK', 'US']",2014,7.2021,8235,en,35,326,470759687,7.422,Hit
3000000,102,"['Comedy', 'Horror']","['Phase 4 Films', 'Demarest Films', 'SModcast Pictures']","['CA', 'US']",2014,7.5046,1543,en,14,97,1882074,5.514,Flop
5000000,94,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Kilburn Media'],['US'],2014,7.762,342,en,37,96,288591,5.8,Flop
140000000,150,"['Adventure', 'Drama', 'Action']","['20th Century Fox', 'TSG Entertainment', 'Chernin Entertainment', 'Babieka Films', 'Volcano Films', 'Scott Free Productions']","['ES', 'US', 'GB']",2014,7.592,4744,en,38,187,268031828,5.879,Hit
110000000,102,"['Action', 'Drama', 'War']","['Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Nimar Studios', 'Warner Bros. Pictures', 'Cruel & Unusual Films']","['BG', 'US']",2014,7.2419,6797,en,47,327,337580051,6.115,Hit
4000000,122,"['Drama', 'Thriller', 'Comedy']","['El Deseo', 'K & S Films', 'Telefe', 'INCAA']","['AR', 'ES', 'FR', 'GB']",2014,6.2017,3616,es,62,118,31478893,7.869,Flop
10500000,92,"['Drama', 'Western']","['Spier Films', 'Forward Films', 'TrustNordisk', 'Zentropa Entertainments', 'F.I.L.M.S.', 'Det Danske Filminstitut', 'DR', 'Nordisk Film & TV Fond', 'Film i Väst', 'The Department of Trade, Industry and Competition of South Africa', 'MEDIA Programme of the European Union']","['BE', 'BR', 'DK', 'NO', 'ZA', 'SE', 'GB']",2014,7.5067,910,da,46,35,1363964,6.466,Flop
48000000,109,"['Thriller', 'Action']","['EuropaCorp', '20th Century Fox', 'M6 Films', 'TSG Entertainment', 'Meñakoz Films']","['FR', 'US', 'ES']",2014,7.4406,6003,en,61,218,325800000,6.3,Hit
7000000,110,"['Thriller', 'Science Fiction']","['Green Moon Productions', 'Nu Boyana Viburno']","['BG', 'ES']",2014,7.1949,1740,en,21,144,6237990,5.866,Flop
170000000,136,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],['US'],2014,6.2284,19593,en,75,559,714766572,7.655,Hit
55000000,95,"['Comedy', 'Adventure', 'Family']","['StudioCanal', 'Anton Capital Entertainment', 'Heyday Films', 'TF1 Films Production', 'Dimension Films']","['FR', 'GB', 'US']",2014,6.3625,4080,en,64,252,326113057,7.113,Hit
40000000,94,['Comedy'],"['Escape Artists', 'LStar Capital', 'MRC', 'Columbia Pictures']",['US'],2014,6.9816,4161,en,33,54,126069509,5.413,Average
0,104,"['Romance', 'Drama']",['Mini Studios'],['AU'],2014,6.663,68,en,10,17,7000,5.154,Flop
127000000,98,"['Adventure', 'Comedy', 'Fantasy', 'Family']","['Moving Picture Company', '21 Laps Entertainment', '1492 Pictures', 'TSG Entertainment', '20th Century Fox']","['GB', 'US']",2014,6.5812,6091,en,74,137,363204635,6.217,Hit
25000000,98,"['Action', 'Adventure']","['Media Max Productions', 'Notorious Films', '22h22']","['CA', 'CN', 'FR', 'US']",2014,6.7679,497,en,47,54,5148503,5.151,Flop
5000000,112,"['Crime', 'Drama', 'Mystery', 'Thriller', 'History']","['The Combine', 'Focus Features', 'Sierra/Affinity', 'Bluegrass Films']",['US'],2014,6.2448,891,en,32,19,5200000,6.617,Flop
0,93,"['Adventure', 'Comedy', 'Drama']",['Mama Okllo Films'],['PE'],2014,6.3936,7,es,10,8,1695006,6.4,Flop
5000000,93,"['Horror', 'Thriller']","['Dimension Films', 'IM Global', 'Automatik Entertainment', 'Little Magic Films', 'Sahamongkol Film International', 'Blumhouse Productions']",['US'],2014,6.746,1169,en,27,42,13809,6.307,Flop
0,105,"['Drama', 'Thriller']","['Lionsgate', 'Codeblack Films']",['US'],2014,5.895,432,en,16,17,17534314,5.872,Flop
1000000,83,"['Horror', 'Mystery']","['Blumhouse Productions', 'Bazelevs']",['US'],2014,6.4493,3461,en,13,62,64364198,5.5,Average
4500000,103,"['Adventure', 'Action']",['Strohberry Films'],['US'],2014,6.0549,372,en,24,13,11774,6.348,Flop
40000000,141,['Drama'],"['Village Roadshow Pictures', 'Big Kid Pictures', 'Team Downey', 'Warner Bros. Pictures']",['US'],2014,4.993,4307,en,55,46,84419388,7.327,Average
6000000,90,"['Comedy', 'Drama', 'Romance']",['WhiteFlame Productions'],['US'],2014,5.9548,663,en,46,8,15071,6.646,Flop
0,92,['Comedy'],"['Starboard Entertainment', 'Mad Chance', 'Voltage Pictures']",['US'],2014,5.4003,603,en,43,30,422697,5.3,Flop
80000000,89,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Columbia Pictures', 'Sony Pictures Animation', 'MRC', 'Sony Pictures Releasing']",['US'],2015,17.393,5996,en,69,21,473200000,6.767,Hit
235000000,141,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],['US'],2015,17.1256,23953,en,74,653,1405403694,7.271,Hit
150000000,121,"['Action', 'Adventure', 'Science Fiction']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Kennedy Miller Mitchell', 'RatPac Entertainment']","['AU', 'US']",2015,14.9231,23606,en,60,173,378858340,7.629,Hit
95000000,105,"['Romance', 'Fantasy', 'Family', 'Drama']","['Walt Disney Pictures', 'Genre Films', 'Beagle Pug Films', 'Allison Shearmur Productions']","['GB', 'US']",2015,15.8438,7281,en,51,102,543514353,6.825,Hit
175000000,95,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",['Pixar'],['US'],2015,16.2305,23014,en,58,376,857611174,7.91,Hit
40000000,125,"['Drama', 'Romance', 'Thriller']","['Universal Pictures', 'Focus Features', 'Michael De Luca Productions', 'Trigger Street Productions']",['US'],2015,15.9714,12198,en,31,111,569651467,5.877,Hit
15000000,98,"['Horror', 'Comedy', 'Fantasy']","['Universal Pictures', 'Legendary Pictures', 'Zam Pictures']",['US'],2015,14.5239,2333,en,34,97,61800000,6.2,Average
108000000,141,"['Drama', 'Adventure', 'Science Fiction']","['Genre Films', 'TSG Entertainment', '20th Century Fox', 'Scott Free Productions']",['US'],2015,13.4307,20676,en,54,725,631058917,7.691,Hit
150000000,124,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['Amblin Entertainment', 'Universal Pictures', 'Legendary Pictures']",['US'],2015,13.3368,21177,en,53,428,1671537444,6.7,Hit
190000000,139,"['Action', 'Crime', 'Thriller']","['Original Film', 'One Race', 'Universal Pictures']",['US'],2015,11.9109,11060,en,49,228,1515400000,7.2,Hit
135000000,157,"['Western', 'Drama', 'Adventure']","['Monarchy Enterprises S.a.r.l.', 'Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'M Productions', 'RatPac Entertainment']","['CA', 'HK', 'TW', 'US']",2015,12.1122,18867,en,69,240,532950503,7.539,Hit
30000000,122,"['Action', 'Crime', 'Thriller']","['Lionsgate', 'Black Label Media', 'Thunder Road']","['US', 'MX', 'HK']",2015,10.019,9238,en,56,200,84997446,7.415,Average
155000000,126,"['Science Fiction', 'Action', 'Thriller', 'Adventure']","['Paramount Pictures', 'Skydance Media']",['US'],2015,11.7088,8769,en,76,247,440603537,5.947,Hit
30000000,123,"['Action', 'Drama']","['Fuqua Films', 'Escape Artists', 'Wanda Pictures', 'The Weinstein Company', 'Riche Productions']","['US', 'CN']",2015,11.6417,5683,en,28,41,91709827,7.364,Average
88000000,106,"['Action', 'Comedy', 'Science Fiction', 'Fantasy']","['Columbia Pictures', 'Happy Madison Productions', '1492 Pictures', 'LStar Capital', 'China Film Group Corporation', 'Film Croppers Entertainment', 'Prime Focus']","['CN', 'FR', 'IN', 'US']",2015,11.0697,7868,en,81,158,244874809,5.764,Hit
245000000,136,"['Adventure', 'Action', 'Science Fiction']","['Lucasfilm Ltd.', 'Bad Robot']",['US'],2015,10.8492,20145,en,183,263,2068223624,7.255,Hit
800000,88,"['Crime', 'Thriller']","['End Cue', 'Park Pictures Features', 'Audax Films', 'Dark Arts Film']",['US'],2015,8.744,899,en,14,93,143658,5.984,Flop
0,104,"['Crime', 'Action']","['The Diamond Eyes Entertainment', 'Central Motion Picture Corporation']",['TW'],2015,8.3198,6,zh,20,5,2546192,5.167,Flop
245000000,148,"['Action', 'Adventure', 'Thriller']","['Metro-Goldwyn-Mayer', 'Columbia Pictures', 'EON Productions', 'B24']","['GB', 'US']",2015,8.9648,10965,en,83,255,880707597,6.565,Hit
65000000,120,"['Action', 'Comedy', 'Crime']","['Chernin Entertainment', 'Feigco Entertainment', 'TSG Entertainment', '20th Century Fox']",['US'],2015,8.9028,6255,en,52,229,235666219,6.834,Hit
68000000,115,"['Comedy', 'Fantasy']","['Smart Entertainment', 'Universal Pictures', 'Fuzzy Door Productions', 'Bluegrass Films', 'MRC']",['US'],2015,9.4487,7822,en,115,89,215863606,6.316,Average
81000000,129,"['Crime', 'Comedy', 'Action', 'Adventure']","['20th Century Fox', 'Marv', 'Cloudy Productions', 'TSG Entertainment']","['GB', 'US']",2015,9.2679,17457,en,51,77,414351546,7.621,Hit
44000000,188,"['Drama', 'Mystery', 'Western']","['The Weinstein Company', 'Double Feature Films', 'FilmColony']",['US'],2015,9.8882,14874,en,18,112,155760117,7.755,Average
5000000,93,"['Action', 'Animation', 'Science Fiction']","['Toei Animation', 'Toei Company', 'Fox International Productions Japan', 'Shueisha', 'Fuji Television Network', 'Bandai', 'Bandai Namco Group']",['JP'],2015,9.1076,1975,ja,12,26,61768190,6.857,Average
2300000,101,"['Horror', 'Mystery']","['Two Flints', 'Northern Lights Films', 'Animal Kingdom']",['US'],2015,9.2026,6733,en,30,46,23374076,6.6,Flop
50000000,96,['Comedy'],"['Paramount Pictures', 'Gary Sanchez Productions', 'Red Granite Pictures']",['US'],2015,9.1326,3346,en,54,114,242786137,6.291,Hit
61000000,131,"['Science Fiction', 'Action', 'Thriller', 'Adventure']","['Temple Hill Entertainment', 'The Gotham Group', 'TSG Entertainment', '20th Century Fox']",['US'],2015,10.525,10801,en,56,180,312296056,6.734,Hit
130000000,117,"['Science Fiction', 'Action', 'Adventure']",['Marvel Studios'],['US'],2015,8.6732,20499,en,70,380,519311965,7.066,Hit
